task_id,word,meaning,is_word_learned,is_meaning_learned,word_learned_at,meaning_learned_at
3,モンテカルロ法,確率的なイベントや計算が難しい場合に、ランダムな値で試行と評価を繰り返し解を求める方法,TRUE,TRUE,2025-08-01,2025-08-01
3,MYCIN,1970 年代、エキスパートシステムの一種。医療診断に使われる,TRUE,TRUE,2025-08-01,2025-08-01
3,プレイアウト,乱数を用いて、終局までプレイすること、モンテカルロ法によるゲームの戦法,TRUE,TRUE,2025-08-01,2025-08-01
3,意味ネットワーク,意味記憶の構造を表すためのモデル。単語や概念同士の関係性をグラフによって表したもの,TRUE,TRUE,2025-08-01,2025-08-01
3,IBM,主にハードウェア、ソフトウェア、コンサルティング、ITサービスを提供する有名なIT企業,TRUE,TRUE,2025-08-01,2025-08-01
3,ワトソン,2006年、IBMが開発したAI（人工知能）システム、質問応答や意思決定支援などの機能,TRUE,TRUE,2025-08-01,2025-08-01
3,東ロボくん,2011年から実施したプロジェクト「ロボットは東大に入れるか」で開発された人工知能,TRUE,TRUE,2025-08-01,2025-08-01
3,スパムフィルタ,メールが迷惑メールかどうか判断する機械学習によるアプリケーション,TRUE,TRUE,2025-08-01,2025-08-01
3,ILSVRC,画像認識を競うコンペ,TRUE,TRUE,2025-08-01,2025-08-01
3,GPT,OpenAIによって開発、自然言語処理モデル、人間のように自然な文章を生成,TRUE,TRUE,2025-08-01,2025-08-01
3,回帰問題,出力値が数値になるような問題,TRUE,TRUE,2025-08-01,2025-08-01
3,分類問題,出力値がいずれかのクラスになるような問題,TRUE,TRUE,2025-08-01,2025-08-01
3,教師なし学習,答えが無いデータで、データの傾向を使って予測モデルを作成する学習,TRUE,TRUE,2025-08-01,2025-08-01
3,線形回帰,真っすぐの線のモデル,TRUE,TRUE,2025-08-01,2025-08-01
3,ラッソ回帰,L1正則化。過学習を防ぐ。最小二乗法の係数（傾き）をできるだけ小さくするためにいくつかの特徴量を無視する,TRUE,TRUE,2025-08-01,2025-08-01
3,AdaBoost,決定木のアンサンブル学習。ブースティング。間違えたデータに重みを置くことで、次のモデルがそのデータに注目,TRUE,TRUE,2025-08-01,2025-08-01
3,カーネル関数,今の次元では分けられないデータを、そのままの状態で高次元として計算できるようにする関数。,TRUE,TRUE,2025-08-01,2025-08-01
3,ロジスティック回帰,シグモイド関数によって得られるモデル,TRUE,TRUE,2025-08-01,2025-08-01
3,シグモイド関数,０〜１のS字曲線を導き出す関数,TRUE,TRUE,2025-08-01,2025-08-01
3,正例,正に分類される事例、陽性、TRUE,TRUE,TRUE,2025-08-01,2025-08-01
3,負例,負に分類される事例、陰性、FALSE,TRUE,TRUE,2025-08-01,2025-08-01
3,ソフトマックス関数,出力の合計が１になる関数,TRUE,TRUE,2025-08-01,2025-08-01
3,2クラス分類問題,出力値が論理値になるような分類問題,TRUE,TRUE,2025-08-01,2025-08-01
3,多クラス分類問題,出力値が3つ以上のクラスのいずれかになるような分類問題,TRUE,TRUE,2025-08-01,2025-08-01
3,ランダムフォレスト,決定木のアンサンブル学習。バギング。多数決で組み合わせる。,TRUE,TRUE,2025-08-01,2025-08-01
3,決定木,教師あり学習、木構造を使ってデータを分析する手法、割合で確率を求める,TRUE,TRUE,2025-08-01,2025-08-01
3,ブートストラップサンプリング,同じデータが何回も採用されることを許容すること,TRUE,TRUE,2025-08-01,2025-08-01
3,アンサンブル学習,より精度の高い予測を得るために2つ以上の学習モデルを組み合わせたもの,TRUE,TRUE,2025-08-01,2025-08-01
3,バギング,アンサンブル学習のひとつ。並列,TRUE,TRUE,2025-08-01,2025-08-01
3,ブースティング,アンサンブル学習のひとつ。直列,TRUE,TRUE,2025-08-01,2025-08-01
3,単回帰分析,1つの説明変数と1つの目的変数の間の関係をモデル化する回帰分析手法,TRUE,TRUE,2025-08-01,2025-08-01
3,カーネルトリック,SVMで使われる、計算コストを下げるテクニック。高次元化せずに計算できる。,TRUE,TRUE,2025-08-01,2025-08-01
3,XGBoost,勾配ブースティングの改良版。過学習しにくい,TRUE,TRUE,2025-08-01,2025-08-01
3,サポートベクターマシン,教師あり学習を用いてデータを分割する境界線（超平面）を見つけるアルゴリズム,TRUE,TRUE,2025-08-01,2025-08-01
3,SVM,サポートベクターマシンのこと,TRUE,TRUE,2025-08-01,2025-08-01
3,重回帰分析,1つの結果（目的変数）を説明するために、複数の要因（説明変数）がどのように影響を与えているかを分析する統計的手法,TRUE,TRUE,2025-08-01,2025-08-01
3,教師あり学習,特徴量とターゲットの値がセットになっているデータで学習する,TRUE,TRUE,2025-08-01,2025-08-01
3,時系列分析,時間の経過とともに変化するデータを分析し、将来を予測する手法,TRUE,TRUE,2025-08-01,2025-08-01
3,時系列データ,時間の経過とともに測定されたデータ,TRUE,TRUE,2025-08-01,2025-08-01
3,階層なしクラスタリング,主にKmeans、DBSCAN、OPTICSなど。データが自然な階層構造を持たない場合に使う,TRUE,TRUE,2025-08-01,2025-08-01
3,k-means法,クラスタリングの手法、重心を探す,TRUE,TRUE,2025-08-01,2025-08-01
3,クラスタ,データを特徴ごとに分類する手法,TRUE,TRUE,2025-08-01,2025-08-01
3,階層ありクラスタリング,データの集合を似ているもの同士でクラスタにまとめていく手法,TRUE,TRUE,2025-08-01,2025-08-01
3,勾配ブースティング,決定木のアンサンブル学習。ブースティング。勾配降下法で次のモデルを更新,TRUE,TRUE,2025-08-01,2025-08-01
3,交差検証,訓練データとテストデータに分割・評価を複数回繰り返す手法,TRUE,TRUE,2025-08-01,2025-08-01
3,主成分分析,次元削減の手法のひとつ。分散が最大となる方向を見つけ出し、それを新たな軸としてデータを変換,TRUE,TRUE,2025-08-01,2025-08-01
3,PCA,主成分分析のこと,TRUE,TRUE,2025-08-01,2025-08-01
3,デンドログラム,階層型クラスタリングの結果を木状に可視化した図,TRUE,TRUE,2025-08-01,2025-08-01
3,訓練データ,モデルを作成するための訓練用データ,TRUE,TRUE,2025-08-01,2025-08-01
3,テストデータ,モデルを評価するためのデータ,TRUE,TRUE,2025-08-01,2025-08-01
3,k-分割交差検証,訓練データとテストデータにk回分割（サブセット）してk回評価する手法,TRUE,TRUE,2025-08-01,2025-08-01
3,検証データ,重みとか以外のハイパーパラメータをチューニングするのに使う。訓練データから分岐,TRUE,TRUE,2025-08-01,2025-08-01
3,平均二乗誤差,誤差の二乗の平均,TRUE,TRUE,2025-08-01,2025-08-01
3,MSE,誤差の二乗の平均,TRUE,TRUE,2025-08-01,2025-08-01
3,二乗平均平方根誤差,誤差の二乗の平均の平方根,TRUE,TRUE,2025-08-01,2025-08-01
3,RMSE,誤差の二乗の平均の平方根,TRUE,TRUE,2025-08-01,2025-08-01
3,平均絶対値誤差,誤差の絶対値の平均,TRUE,TRUE,2025-08-01,2025-08-01
3,MAE,誤差の絶対値の平均,TRUE,TRUE,2025-08-01,2025-08-01
3,偽陽性,予測値が陽性、実測値が陰性,TRUE,TRUE,2025-08-01,2025-08-01
3,正解率,予測における正解数をデータ数で割った値,TRUE,TRUE,2025-08-01,2025-08-01
3,過学習,訓練データに適合しすぎること。応用？融通？がきかない,TRUE,TRUE,2025-08-01,2025-08-01
3,過剰適合,過学習と一緒,TRUE,TRUE,2025-08-01,2025-08-01
3,NVIDIA,半導体企業、GPUの開発と製造、AI処理の効率化のために特化して設計された半導体,TRUE,TRUE,2025-08-01,2025-08-01
3,二乗和誤差,回帰問題（数値の予測）における損失係数。誤差を二乗して足しただけ。SSE,TRUE,TRUE,2025-08-01,2025-08-01
3,交差エントロピー誤差,分類問題における損失係数。実測値の対数と期待値の乗算を全部合わせたやつ,TRUE,TRUE,2025-08-01,2025-08-01
3,L1正則化,ラッソ回帰のこと,TRUE,TRUE,2025-08-01,2025-08-01
3,L2正則化,リッジ回帰のこと,TRUE,TRUE,2025-08-01,2025-08-01
3,L0正則化,モデルのパラメータの多くを完全に0にする（パラメータを減らす）ことで過学習を防ぐ。組み合わせ爆発して最適化が難しい,TRUE,TRUE,2025-08-01,2025-08-01
3,ElasticNet,リッジ回帰とラッソ回帰をかけ合わせた正則化の手法。,TRUE,TRUE,2025-08-01,2025-08-01
3,勾配降下法,その点の勾配を偏微分で調べて、損失係数が最小になるよう重みを更新する,TRUE,TRUE,2025-08-01,2025-08-01
3,バッチ勾配降下法,全部の訓練データで計算して重みを一回更新する。効率悪い。,TRUE,TRUE,2025-08-01,2025-08-01
3,最急降下法,勾配降下法と同じ意味,TRUE,TRUE,2025-08-01,2025-08-01
3,確率的勾配降下法,ランダムに訓練データ抽出して重みの更新をするのを繰り返す,TRUE,TRUE,2025-08-01,2025-08-01
3,オンライン学習,確率的勾配降下法を用いて1個ずつ微分する学習。インターネットに接続して、新しいデータを使う,TRUE,TRUE,2025-08-01,2025-08-01
3,エポック,ミニバッチ勾配降下法で抽出と微分を何回繰り返すか,TRUE,TRUE,2025-08-01,2025-08-01
3,ミニバッチ勾配降下法,ランダムにいくつか訓練データを抽出して、まとめて勾配を計算して重みを更新するのを繰り返す,TRUE,TRUE,2025-08-01,2025-08-01
3,局所最適解,全体で見たら最適ではないけど狭い範囲で見ると最適に見える,TRUE,TRUE,2025-08-01,2025-08-01
3,大域最適解,全体で見た最適,TRUE,TRUE,2025-08-01,2025-08-01
3,鞍点,馬の鞍のど真ん中あたりのこと。勾配がゼロになる,TRUE,TRUE,2025-08-01,2025-08-01
3,OpenPose,画像や動画から人の姿勢（ポーズ）をリアルタイムに検出できるライブラリ,TRUE,TRUE,2025-08-01,2025-08-01
3,Adam,MomentumとAdagradの合体版,TRUE,TRUE,2025-08-01,2025-08-01
3,グリッドサーチ,パラメータチューニングの手法で、最適な組み合わせを全通り試して導き出す,TRUE,TRUE,2025-08-01,2025-08-01
3,勾配消失問題,シグモイド関数やtanh関数は隅っこが勾配小さいから、層が厚くなると掛け算でほぼ0になる,TRUE,TRUE,2025-08-01,2025-08-01
3,tanh関数,ー１〜１のS字曲線,TRUE,TRUE,2025-08-01,2025-08-01
3,LeakyReLU関数,入力値が0より下の場合には1未満の数を乗算するReLU関数。ちょっと漏れるイメージ,TRUE,TRUE,2025-08-01,2025-08-01
3,ParametricReLU,入力値が0より下の場合にはパラーメータによって変動する1未満の数を乗算するReLU関数,TRUE,TRUE,2025-08-01,2025-08-01
3,RandomizedReLU,入力値が0より下の場合にはランダムな1未満の数を乗算するReLU関数,TRUE,TRUE,2025-08-01,2025-08-01
3,LeNet,初代のCNN。,TRUE,TRUE,2025-08-01,2025-08-01
3,オートエンコーダ,次元を圧縮してもとに戻す。ノイズを除去したり異常値を検出したりできる。,TRUE,TRUE,2025-08-01,2025-08-01
3,AlexNet,ISLVRC-2012で優勝したCNN。ReLUの導入,TRUE,TRUE,2025-08-01,2025-08-01
3,OpenAI Five,OpenAIによって開発された、複雑なゲームをプレイ可能なコンピュータプログラム,TRUE,TRUE,2025-08-01,2025-08-01
3,AlphaStar,制限なしでeスポーツ「StarCraft II」のトップリーグの実力に到達した最初のAI,TRUE,TRUE,2025-08-01,2025-08-01
3,枝刈り,決定木の過剰適合を防ぐため、一度木を構築してから情報の少ないノードを削除する,TRUE,TRUE,2025-08-01,2025-08-01
4,ロジック・セオリスト,1956年、初期の人工知能プログラム、ヒューリスティック探索を導入、計算機を超える,FALSE,FALSE,,
4,ローブナーコンテスト,特にチューリングテストに基づいたAIの会話能力を競う大会,FALSE,FALSE,,
4,STRIPS,AIが目的を達成するために必要な手順を、前提条件、行動、結果の３つで分けて計画すること,FALSE,FALSE,,
4,SHRDLU,1968年〜1970年、仮想の世界で積み木の操作や質問応答ができるシステム,FALSE,FALSE,,
4,Cycプロジェクト,1984年〜現在、一般常識をデータベース化するプロジェクト,TRUE,FALSE,2025-08-01,
4,ヒューリスティックな知識,経験や直感、過去の成功例などを基に正解に最も近い答えを迅速に導き出すための知識,FALSE,FALSE,,
4,Mini-Max法,ゲーム木を探索して、評価関数の値によって手を決定する。深さ優先で全探索,FALSE,FALSE,,
4,αβ法,ゲーム木を探索して、評価関数の値によって手を決定する。不必要なノードの探索をカット,FALSE,FALSE,,
4,DENDRAL,1960年代、エキスパートシステムの一種。未知の有機化合物の分析、特定,FALSE,FALSE,,
4,オントロジー,特定の文字列がどういうモノ、コトなのかを機械が分かるように整理すること,FALSE,FALSE,,
4,ライトウェイト・オントロジー,AIが自分で情報間の関係性を見つけるというアプローチ,FALSE,FALSE,,
4,ヘビーウェイト・オントロジー,人間が持つ知識の概念を正しくAIに教えようとするアプローチ,FALSE,FALSE,,
4,レコメンデーションエンジン,顧客の好みを予測し、商品をすすめるのに使われる,FALSE,FALSE,,
4,特徴表現学習,機械が自らデータから自動的に重要な特徴を抽出して学習する方法,FALSE,FALSE,,
4,強化学習,,FALSE,FALSE,,
4,マージン最大化,SVMで分類の境界とデータポイント間の距離を最大化する考え方,TRUE,FALSE,2025-08-01,
4,閾値,,FALSE,FALSE,,
4,自己回帰モデル,前のデータが後のデータに影響を与えるという仮定に基づき、その影響の大きさを係数で表現,FALSE,FALSE,,
4,ARモデル,自己回帰モデル。現在の値を過去のデータを用いて回帰する時系列モデル,FALSE,FALSE,,
4,ベクトル自己回帰モデル,単変量自己回帰モデル（ARモデル）を複数の変数に拡張,FALSE,FALSE,,
4,ウォード法,階層型クラスタリングの手法の一つ。クラスタ内の分散を最小化するようにデータをグループ分けしていく手法,FALSE,FALSE,,
4,最短距離法,2つのクラスタ間で一番近いデータ同士の距離を、クラスタ間の距離として採用する手法,TRUE,FALSE,2025-08-01,
4,特異値分解,次元削減手法のひとつ。任意の行列を3つの行列の積に分解、重要度の低い列ベクトルを削ることで次元を下げる,FALSE,FALSE,,
4,SVD,特異値分解のこと。,FALSE,FALSE,,
4,多次元尺度構成法,MDSのこと。類似度を元に対象の関係を視覚的に分かりやすい形に変換する分析手法。散布図で表す。,FALSE,FALSE,,
4,MDS,多次元尺度構成法のこと。,FALSE,FALSE,,
4,協調フィルタリング,,FALSE,FALSE,,
4,レコメンデーション,,FALSE,FALSE,,
4,コールドスタート問題,,FALSE,FALSE,,
4,コンテンツベースフィルタリング,,FALSE,FALSE,,
4,トピックモデル,,FALSE,FALSE,,
4,潜在的ディリクレ配分法,,FALSE,FALSE,,
4,t-SNE,次元削減の手法のひとつ。高次元で近接しているデータ点が低次元でも近接するようにマッピングすること。目的は可視化,TRUE,FALSE,2025-08-01,
4,エージェント,,FALSE,FALSE,,
4,割引率,,FALSE,FALSE,,
4,バンディットアルゴリズム,,FALSE,FALSE,,
4,活用,,FALSE,FALSE,,
4,探索,,FALSE,FALSE,,
4,e-greedy方策,,FALSE,FALSE,,
4,UCB方策,,FALSE,FALSE,,
4,方策,,FALSE,FALSE,,
4,マルコフ決定過程モデル,,FALSE,FALSE,,
4,マルコフ性,,FALSE,FALSE,,
4,マルコフ決定過程,,FALSE,FALSE,,
4,価値関数,,FALSE,FALSE,,
4,状態価値関数,,FALSE,FALSE,,
4,行動価値関数,,FALSE,FALSE,,
4,Q値,,FALSE,FALSE,,
4,Q学習,,FALSE,FALSE,,
4,SARSA,,FALSE,FALSE,,
4,方策勾配法,,FALSE,FALSE,,
4,REINFORCE,,FALSE,FALSE,,
4,Actor-Critic,,FALSE,FALSE,,
4,LDA,潜在的ディリクレ配分法のこと,FALSE,FALSE,,
4,ホールドアウト検証,訓練データとテストデータに1回だけ分割して評価する手法,FALSE,TRUE,,2025-08-01
4,予測誤差,モデルが予測した値と、実際の正解（観測値）との差。損失係数とかにする前のそのままのやつ,TRUE,FALSE,2025-08-01,
4,適合率,予測値が陽性のデータ全体のうち、実測も陽性だった割合,TRUE,FALSE,2025-08-01,
4,再現率,実測値が陽性のデータ全体のうち、予測も陽性だった割合,TRUE,FALSE,2025-08-01,
4,F値,適合率と再現率を元に出したモデルの精度。正解率だけだと偏りのあるデータセットで正確な精度が出せないので。,FALSE,FALSE,,
4,混同行列,論理式の実測値と予測値、2×2の行列,TRUE,FALSE,2025-08-01,
4,ROC曲線,「真陽性率（TPR）」と「偽陽性率（FPR）」の関係を可視化したもの。,TRUE,FALSE,2025-08-01,
4,AUC,ROC曲線の下の面積,TRUE,FALSE,2025-08-01,
4,オッカムの剃刀,モデルの選択・設計のとき、過学習のリスクを避けるためにも「シンプルな方」を選ぶべき,FALSE,FALSE,,
4,情報量基準,統計モデルや機械学習モデルの良さを比較するための指標。AICやBICが有名,FALSE,FALSE,,
4,赤池情報量規準,柔軟にモデル選びしたいときに使う式。過学習気味のモデルも含めて見たい。,FALSE,FALSE,,
4,AIC,赤池情報量規準のこと,TRUE,FALSE,2025-08-01,
4,ベイズ情報量基準,慎重にモデルを選びたいときに使う式。シンプルで本質的な構造を優先。,FALSE,FALSE,,
4,BIC,ベイズ情報量基準のこと,TRUE,FALSE,2025-08-01,
4,ムーアの法則,半導体の集積密度が約18ヶ月（あるいは2年）ごとに2倍になるという経験則,FALSE,FALSE,,
4,TPU,Googleが開発した機械学習用プロセッサ,FALSE,FALSE,,
4,バーニーおじさんのルール,機械学習において、必要なデータの量はモデルのパラメータの十倍だという経験則,FALSE,FALSE,,
4,距離学習,,FALSE,FALSE,,
4,SiameseNetwork,,FALSE,FALSE,,
4,TripletNetwork,,FALSE,FALSE,,
4,ContrasiveLoss,,FALSE,FALSE,,
4,TripletLoss,,FALSE,FALSE,,
4,カルバック・ライブラー情報量,,FALSE,FALSE,,
4,イェンゼン・シャノン情報量,,FALSE,FALSE,,
4,変分オートエンコーダ,,FALSE,FALSE,,
4,VAE,変分オートエンコーダのこと,TRUE,FALSE,2025-08-01,
4,Adagrad,損失関数の最小に近づくにつれ、学習率を低下させることでSGDより効率的に最適化できる,TRUE,FALSE,2025-08-01,
4,RMSprop,,FALSE,FALSE,,
4,AdaBound,,FALSE,FALSE,,
4,AMSBound,,FALSE,FALSE,,
4,早期終了,,FALSE,FALSE,,
4,ノーフリーランチ定数,,FALSE,FALSE,,
4,二重降下現象,,FALSE,FALSE,,
4,ランダムサーチ,,FALSE,FALSE,,
4,Adadelta,学習率が最終的に0になってしまわないように改良された、最適化の手法,FALSE,FALSE,,
4,信用割当問題,,FALSE,FALSE,,
4,勾配爆発問題,,FALSE,FALSE,,
4,AtrousConvolution,,FALSE,FALSE,,
4,DiatedConvolution,,FALSE,FALSE,,
4,DepthwiseSeparableConvolution,,FALSE,FALSE,,
4,DepthwiseConvolution,,FALSE,FALSE,,
4,PointwiseConvolution,,FALSE,FALSE,,
4,ダウンサンプリング,,FALSE,FALSE,,
4,サブサンプリング,,FALSE,FALSE,,
4,連鎖律,合成関数を微分するとき、その導関数がそれぞれの導関数の積で与えられる,TRUE,FALSE,2025-08-01,
4,GlobalAveragePooling,,FALSE,FALSE,,
4,スキップ結合,,FALSE,FALSE,,
4,バッチ正規化,,FALSE,FALSE,,
4,レイヤー正規化,,FALSE,FALSE,,
4,インスタンス正規化,,FALSE,FALSE,,
4,グループ正規化,,FALSE,FALSE,,
4,回帰結合層,,FALSE,FALSE,,
4,RNN,入力が順番のあるデータで、過去の入力情報を“記憶”しながら処理していく再帰型NN。自然言語処理（NLP）に使われる,FALSE,FALSE,,
4,PretrainedModels,,FALSE,FALSE,,
4,エルマンネットワーク,,FALSE,FALSE,,
4,ジョルダンネットワーク,,FALSE,FALSE,,
4,LSTM,,FALSE,FALSE,,
4,入力重み衝突,,FALSE,FALSE,,
4,出力重み衝突,,FALSE,FALSE,,
4,CEC,,FALSE,FALSE,,
4,GRU,,FALSE,FALSE,,
4,LSTMブロック,,FALSE,FALSE,,
4,BidirectionalRNN,,FALSE,FALSE,,
4,Seq2Seq,,FALSE,FALSE,,
4,RNN エンコーダ-デコーダ,,FALSE,FALSE,,
4,ImageCaptioning,,FALSE,FALSE,,
4,BPTT,,FALSE,FALSE,,
4,教師強制,,FALSE,FALSE,,
4,Attention,,FALSE,FALSE,,
4,Source-Target Attention,,FALSE,FALSE,,
4,Encoder-Decodeer Attention,,FALSE,FALSE,,
4,Self-Attention,,FALSE,FALSE,,
4,位置エンコーディング,,FALSE,FALSE,,
4,Multi-Head Attention,,FALSE,FALSE,,
4,積層オートエンコーダ,,FALSE,FALSE,,
4,事前学習,,FALSE,FALSE,,
4,変分オートエンコーダ,,FALSE,FALSE,,
4,ネオコグニトロン,,FALSE,FALSE,,
4,全結合層,層内のすべてのニューロンが前の層のすべてのニューロンと接続されている層。Affine層。,TRUE,FALSE,2025-08-01,
4,VGG,,FALSE,FALSE,,
4,GoogLeNet,ISLVRC-2014で優勝したCNN。各畳み込み層を計算効率の良い Inceptionブロックで近似・代替,TRUE,FALSE,2025-08-01,
4,Inceptionモジュール,,FALSE,FALSE,,
4,ResNet,ISLVRC-2015で優勝したCNN。深いネットでも学習が進むように skip connection（残差接続）を入れたモデル,FALSE,FALSE,,
4,WideResNet,,FALSE,FALSE,,
4,DenseNet,,FALSE,FALSE,,
4,Squeeze-and-Excitation Networks,,FALSE,FALSE,,
4,MobileNet,,FALSE,FALSE,,
4,NeuralArchitectureSearch,,FALSE,FALSE,,
4,NAS,,FALSE,FALSE,,
4,NASNet,,FALSE,FALSE,,
4,MnasNet,,FALSE,FALSE,,
4,EfficientNet,画像認識。精度と軽さのバランスが良い最先端モデル,FALSE,FALSE,,
4,R-CNN,Selective Searchと呼ばれる物体候補アルゴリズムを使用する物体検出アルゴリズム,FALSE,FALSE,,
4,FPN,画像から抽出された特徴をピラミッド型に伝播させる手法。小さいものも大きいものも検出できる。解像度と特徴,FALSE,FALSE,,
4,YOLO,物体検出。画像をグリッドに分けて、一気にバウンディングボックス＋クラス予測。速い,TRUE,FALSE,2025-08-01,
4,SSD,物体検出。マルチスケール特徴マップでアスペクト比ごとに識別。速い,FALSE,FALSE,,
4,Fast R-CNN,物体検出。画像全体にCNNかけて、領域ごとの特徴を切り出す → 速くなった,TRUE,FALSE,2025-08-01,
4,Faster R-CNN,物体検出。領域提案も学習で行う（RPN） → 精度と速度のバランス◎,TRUE,FALSE,2025-08-01,
4,デフォルトボックス,,FALSE,FALSE,,
4,セグメンテーションタスク,,FALSE,FALSE,,
4,セマンティックセグメンテーション,ピクセルごとに「これはネコ」「これは背景」みたいに分類。,FALSE,FALSE,,
4,インスタンスセグメンテーション,ピクセルごとの分類＋個体ごとの分離。,FALSE,FALSE,,
4,パノプティックセグメンテーション,,FALSE,FALSE,,
4,FCN,,FALSE,FALSE,,
4,SegNet,,FALSE,FALSE,,
4,PyramidPoolingModule,,FALSE,FALSE,,
4,PSPNet,,FALSE,FALSE,,
4,DeepLab,,FALSE,FALSE,,
4,ConvolutionalPoseMachines,,FALSE,FALSE,,
4,FullyConvolutionalNetwork,FPNのこと,FALSE,FALSE,,
4,PartsAffinityFields,,FALSE,FALSE,,
4,Mask R-CNN,,FALSE,FALSE,,
4,A-D変換,,FALSE,FALSE,,
4,PCM,,FALSE,FALSE,,
4,パルス符号変調,,FALSE,FALSE,,
4,高速フーリエ変換,連続的なデータの周波数成分への変換を高速化できる手法のひとつ,TRUE,FALSE,2025-08-01,
4,FFT,,FALSE,FALSE,,
4,周波数スペクトル,,FALSE,FALSE,,
4,スペクトル包絡,,FALSE,FALSE,,
4,メル周波数ケプストラム係数,,FALSE,FALSE,,
4,MFCC,,FALSE,FALSE,,
4,フォルマント,,FALSE,FALSE,,
4,Speech-to-Text,,FALSE,FALSE,,
4,HiddenMarkovModel,,FALSE,FALSE,,
4,GaussionMixtureModel,,FALSE,FALSE,,
4,ConnectionistTemporalClassification,,FALSE,FALSE,,
4,WaveNet,,FALSE,FALSE,,
4,n-gram,,FALSE,FALSE,,
4,Bag-of-Words,,FALSE,FALSE,,
4,BoW,Bag-of-Wordsのこと,FALSE,FALSE,,
4,Bag-of-n-grams,,FALSE,FALSE,,
4,ワンホットベクトル,,FALSE,FALSE,,
4,TF-IDF,,FALSE,FALSE,,
4,局所表現,,FALSE,FALSE,,
4,単語埋め込み,,FALSE,FALSE,,
4,分散表現,,FALSE,FALSE,,
4,word2vec,,FALSE,FALSE,,
4,分布仮説,,FALSE,FALSE,,
4,スキップグラム,,FALSE,FALSE,,
4,CBOW,,FALSE,FALSE,,
4,fastText,Facebookが公開した自然言語処理ライブラリ,FALSE,FALSE,,
4,ELMo,,FALSE,FALSE,,
4,事前学習,,FALSE,FALSE,,
4,転移学習,,FALSE,FALSE,,
4,BERT,,FALSE,FALSE,,
4,自然言語推論,,FALSE,FALSE,,
4,質問応答,,FALSE,FALSE,,
4,意味的類似度,,FALSE,FALSE,,
4,文書分類,,FALSE,FALSE,,
4,評判分析,,FALSE,FALSE,,
4,言語理解タスク,,FALSE,FALSE,,
4,GeneralLnguageUnderstandingEvaluation,,FALSE,FALSE,,
4,MaskedLanguageModel,,FALSE,FALSE,,
4,NextSentencePrediction,,FALSE,FALSE,,
4,品詞タグ付け,,FALSE,FALSE,,
4,固有表現解析,,FALSE,FALSE,,
4,SQuAD,,FALSE,FALSE,,
